component_family,category,date,month,year,quarter,demand_units,avg_unit_price,avg_lead_time_weeks,num_orders,market_index
COMP-045,Capacitors,2024-10-01,10,2024,4,5665,0.39,3.2,44,104.4
COMP-045,Capacitors,2024-11-01,11,2024,4,5924,0.72,2.1,31,106.5
COMP-045,Capacitors,2024-12-01,12,2024,4,5488,1.4,2.3,57,100.0
COMP-046,ICs,2022-01-01,1,2022,1,13210,0.45,3.1,112,96.5
COMP-046,ICs,2022-02-01,2,2022,1,9698,1.01,5.8,67,101.2
COMP-046,ICs,2022-03-01,3,2022,1,11454,0.4,4.3,107,102.3
COMP-046,ICs,2022-04-01,4,2022,2,9935,0.63,6.3,77,106.5
COMP-046,ICs,2022-05-01,5,2022,2,13283,0.84,5.6,75,111.3
COMP-046,ICs,2022-06-01,6,2022,2,12569,0.94,5.3,67,110.0
COMP-046,ICs,2022-07-01,7,2022,3,15303,0.4,6.6,183,107.3
COMP-046,ICs,2022-08-01,8,2022,3,16907,0.43,3.3,87,108.2
COMP-046,ICs,2022-09-01,9,2022,3,12088,0.93,1.0,66,110.5
COMP-046,ICs,2022-10-01,10,2022,4,20140,1.08,1.4,268,105.0
COMP-046,ICs,2022-11-01,11,2022,4,18518,0.39,1.3,103,105.5
COMP-046,ICs,2022-12-01,12,2022,4,14673,1.21,2.2,78,101.1
COMP-046,ICs,2023-01-01,1,2023,1,9344,1.02,4.8,75,105.2
COMP-046,ICs,2023-02-01,2,2023,1,18212,0.7,4.9,108,95.0
COMP-046,ICs,2023-03-01,3,2023,1,16474,1.62,6.0,89,93.6
COMP-046,ICs,2023-04-01,4,2023,2,20326,2.34,7.5,194,93.0
COMP-046,ICs,2023-05-01,5,2023,2,19934,1.1,5.7,160,91.5
COMP-046,ICs,2023-06-01,6,2023,2,14070,1.35,5.6,83,87.3
COMP-046,ICs,2023-07-01,7,2023,3,19264,0.85,3.7,98,90.3
COMP-046,ICs,2023-08-01,8,2023,3,19250,1.35,5.1,333,90.5
COMP-046,ICs,2023-09-01,9,2023,3,20703,0.98,4.5,167,89.7
COMP-046,ICs,2023-10-01,10,2023,4,16959,0.78,1.6,86,91.5
COMP-046,ICs,2023-11-01,11,2023,4,17592,2.27,3.7,240,96.9
COMP-046,ICs,2023-12-01,12,2023,4,22259,0.66,2.0,116,99.0
COMP-046,ICs,2024-01-01,1,2024,1,20912,0.93,3.2,156,99.3
COMP-046,ICs,2024-02-01,2,2024,1,15589,0.45,6.0,93,101.2
COMP-046,ICs,2024-03-01,3,2024,1,22677,0.92,6.0,363,103.7
COMP-046,ICs,2024-04-01,4,2024,2,26912,0.93,6.7,289,97.7
COMP-046,ICs,2024-05-01,5,2024,2,20656,2.0,4.7,126,111.4
COMP-046,ICs,2024-06-01,6,2024,2,17376,2.3,4.0,143,104.8
COMP-046,ICs,2024-07-01,7,2024,3,19119,0.93,4.0,148,120.1
COMP-046,ICs,2024-08-01,8,2024,3,21409,0.79,1.9,188,113.2
COMP-046,ICs,2024-09-01,9,2024,3,17713,3.52,3.1,99,107.7
COMP-046,ICs,2024-10-01,10,2024,4,23048,0.73,3.7,244,107.0
COMP-046,ICs,2024-11-01,11,2024,4,20500,0.5,1.5,132,102.7
COMP-046,ICs,2024-12-01,12,2024,4,26146,0.47,4.1,300,103.5
COMP-047,Resistors,2022-01-01,1,2022,1,1241,1.38,4.1,20,97.8
COMP-047,Resistors,2022-02-01,2,2022,1,1532,1.64,5.3,25,105.2
COMP-047,Resistors,2022-03-01,3,2022,1,1113,0.77,6.2,6,102.4
COMP-047,Resistors,2022-04-01,4,2022,2,901,0.59,7.1,10,107.6
COMP-047,Resistors,2022-05-01,5,2022,2,1033,1.42,5.8,5,108.3
COMP-047,Resistors,2022-06-01,6,2022,2,1649,0.82,6.1,15,110.4
COMP-047,Resistors,2022-07-01,7,2022,3,1574,0.72,4.1,9,111.5
COMP-047,Resistors,2022-08-01,8,2022,3,1249,0.62,4.1,8,105.8
COMP-047,Resistors,2022-09-01,9,2022,3,1049,0.94,3.1,8,102.0
COMP-047,Resistors,2022-10-01,10,2022,4,1324,0.62,1.8,8,105.1
COMP-047,Resistors,2022-11-01,11,2022,4,1301,0.81,2.4,10,105.0
COMP-047,Resistors,2022-12-01,12,2022,4,1026,1.54,1.9,10,100.1
COMP-047,Resistors,2023-01-01,1,2023,1,1067,0.91,3.3,9,97.3
COMP-047,Resistors,2023-02-01,2,2023,1,1462,1.25,4.1,13,95.7
COMP-047,Resistors,2023-03-01,3,2023,1,1341,2.85,5.3,16,92.3
COMP-047,Resistors,2023-04-01,4,2023,2,1386,1.78,8.0,9,97.0
COMP-047,Resistors,2023-05-01,5,2023,2,1308,1.04,4.7,8,89.7
COMP-047,Resistors,2023-06-01,6,2023,2,1313,0.74,3.8,6,86.8
COMP-047,Resistors,2023-07-01,7,2023,3,1279,0.96,4.7,14,90.9
COMP-047,Resistors,2023-08-01,8,2023,3,1148,1.38,2.6,14,94.2
COMP-047,Resistors,2023-09-01,9,2023,3,1039,0.96,2.4,19,88.5
COMP-047,Resistors,2023-10-01,10,2023,4,987,0.63,1.8,8,93.2
COMP-047,Resistors,2023-11-01,11,2023,4,1459,1.79,1.0,9,92.6
COMP-047,Resistors,2023-12-01,12,2023,4,1334,1.48,3.2,8,98.4
COMP-047,Resistors,2024-01-01,1,2024,1,1137,0.55,2.3,8,99.7
COMP-047,Resistors,2024-02-01,2,2024,1,1380,0.58,2.5,6,97.3
COMP-047,Resistors,2024-03-01,3,2024,1,1063,0.56,6.4,8,104.1
COMP-047,Resistors,2024-04-01,4,2024,2,1131,1.27,4.3,7,108.0
COMP-047,Resistors,2024-05-01,5,2024,2,1349,1.57,5.8,8,113.9
COMP-047,Resistors,2024-06-01,6,2024,2,1459,0.64,4.8,13,109.3
COMP-047,Resistors,2024-07-01,7,2024,3,928,0.88,3.7,11,110.5
COMP-047,Resistors,2024-08-01,8,2024,3,1008,2.15,3.6,5,114.9
COMP-047,Resistors,2024-09-01,9,2024,3,973,0.98,1.3,5,107.5
COMP-047,Resistors,2024-10-01,10,2024,4,1086,0.62,2.6,11,105.8
COMP-047,Resistors,2024-11-01,11,2024,4,1090,0.76,2.5,17,105.5
COMP-047,Resistors,2024-12-01,12,2024,4,1161,0.93,4.1,11,101.3
COMP-048,Capacitors,2022-01-01,1,2022,1,2121,1.48,2.9,25,103.0
COMP-048,Capacitors,2022-02-01,2,2022,1,2181,0.67,6.6,20,98.7
COMP-048,Capacitors,2022-03-01,3,2022,1,1554,0.52,7.1,8,106.8
COMP-048,Capacitors,2022-04-01,4,2022,2,1909,0.57,5.4,11,102.4
COMP-048,Capacitors,2022-05-01,5,2022,2,1604,0.83,5.3,9,109.1
COMP-048,Capacitors,2022-06-01,6,2022,2,1821,3.1,3.7,10,109.2
COMP-048,Capacitors,2022-07-01,7,2022,3,2716,0.98,3.7,19,116.0
COMP-048,Capacitors,2022-08-01,8,2022,3,2513,1.2,2.0,32,107.3
COMP-048,Capacitors,2022-09-01,9,2022,3,2568,0.91,2.3,23,105.7
COMP-048,Capacitors,2022-10-01,10,2022,4,2534,1.24,3.2,18,106.3
COMP-048,Capacitors,2022-11-01,11,2022,4,1723,0.68,4.7,11,100.9
COMP-048,Capacitors,2022-12-01,12,2022,4,2393,1.65,2.2,14,105.1
COMP-048,Capacitors,2023-01-01,1,2023,1,2296,1.68,5.0,36,97.2
COMP-048,Capacitors,2023-02-01,2,2023,1,2819,0.75,6.1,16,96.9
COMP-048,Capacitors,2023-03-01,3,2023,1,2476,0.63,4.0,24,94.0
COMP-048,Capacitors,2023-04-01,4,2023,2,2653,1.74,5.6,44,92.2
COMP-048,Capacitors,2023-05-01,5,2023,2,2413,1.98,5.1,17,95.1
COMP-048,Capacitors,2023-06-01,6,2023,2,2735,1.41,6.7,14,87.5
COMP-048,Capacitors,2023-07-01,7,2023,3,2609,0.89,1.2,44,90.2
COMP-048,Capacitors,2023-08-01,8,2023,3,2875,1.02,4.2,34,89.4
COMP-048,Capacitors,2023-09-01,9,2023,3,2002,0.98,1.0,10,94.2
COMP-048,Capacitors,2023-10-01,10,2023,4,2628,0.8,4.1,14,96.2
COMP-048,Capacitors,2023-11-01,11,2023,4,2600,0.67,1.9,14,97.8
COMP-048,Capacitors,2023-12-01,12,2023,4,2824,0.3,3.0,19,95.4
COMP-048,Capacitors,2024-01-01,1,2024,1,2819,2.42,4.5,40,101.2
COMP-048,Capacitors,2024-02-01,2,2024,1,3088,0.95,5.4,46,100.0
COMP-048,Capacitors,2024-03-01,3,2024,1,2798,1.13,7.4,26,105.5
COMP-048,Capacitors,2024-04-01,4,2024,2,2629,0.47,6.6,14,105.7
COMP-048,Capacitors,2024-05-01,5,2024,2,2184,0.66,5.8,11,106.6
COMP-048,Capacitors,2024-06-01,6,2024,2,2693,2.12,3.4,21,108.7
COMP-048,Capacitors,2024-07-01,7,2024,3,2703,1.53,3.4,43,108.7
COMP-048,Capacitors,2024-08-01,8,2024,3,2880,0.57,3.3,48,108.4
COMP-048,Capacitors,2024-09-01,9,2024,3,2373,1.03,1.0,17,110.5
COMP-048,Capacitors,2024-10-01,10,2024,4,3221,0.47,3.8,26,110.5
COMP-048,Capacitors,2024-11-01,11,2024,4,2779,0.54,2.8,15,105.0
COMP-048,Capacitors,2024-12-01,12,2024,4,2647,0.46,3.7,16,97.5
COMP-049,Resistors,2022-01-01,1,2022,1,5858,0.66,2.3,29,105.3
COMP-049,Resistors,2022-02-01,2,2022,1,6694,0.75,4.9,132,106.0
COMP-049,Resistors,2022-03-01,3,2022,1,4584,0.59,6.4,23,104.2
COMP-049,Resistors,2022-04-01,4,2022,2,4451,0.7,4.7,81,107.7
COMP-049,Resistors,2022-05-01,5,2022,2,4655,0.59,6.2,42,111.6
COMP-049,Resistors,2022-06-01,6,2022,2,6592,1.18,4.8,86,111.7
COMP-049,Resistors,2022-07-01,7,2022,3,6112,1.24,2.6,82,104.7
COMP-049,Resistors,2022-08-01,8,2022,3,6336,0.58,3.8,47,107.3
COMP-049,Resistors,2022-09-01,9,2022,3,5109,0.43,2.9,73,109.5
COMP-049,Resistors,2022-10-01,10,2022,4,4854,1.19,1.1,34,108.7
COMP-049,Resistors,2022-11-01,11,2022,4,5752,1.33,2.4,31,109.9
COMP-049,Resistors,2022-12-01,12,2022,4,6205,1.06,3.4,74,111.7
COMP-049,Resistors,2023-01-01,1,2023,1,5062,1.07,4.4,25,102.4
COMP-049,Resistors,2023-02-01,2,2023,1,5808,0.88,4.7,48,100.3
COMP-049,Resistors,2023-03-01,3,2023,1,6181,1.84,5.8,113,94.7
COMP-049,Resistors,2023-04-01,4,2023,2,5960,1.17,5.9,93,96.6
COMP-049,Resistors,2023-05-01,5,2023,2,5978,2.66,4.9,93,90.9
COMP-049,Resistors,2023-06-01,6,2023,2,5957,0.51,4.2,30,90.5
COMP-049,Resistors,2023-07-01,7,2023,3,5044,1.29,2.1,40,88.8
COMP-049,Resistors,2023-08-01,8,2023,3,4488,1.25,3.8,34,92.8
COMP-049,Resistors,2023-09-01,9,2023,3,3978,2.85,1.0,37,89.9
COMP-049,Resistors,2023-10-01,10,2023,4,4706,0.75,2.9,82,90.0
COMP-049,Resistors,2023-11-01,11,2023,4,4462,1.32,2.0,53,93.5
COMP-049,Resistors,2023-12-01,12,2023,4,4397,1.42,4.4,84,96.6
COMP-049,Resistors,2024-01-01,1,2024,1,5385,1.18,3.8,42,96.5
COMP-049,Resistors,2024-02-01,2,2024,1,4768,0.37,6.6,72,102.1
COMP-049,Resistors,2024-03-01,3,2024,1,5653,1.77,6.6,46,107.7
COMP-049,Resistors,2024-04-01,4,2024,2,5475,0.51,6.1,105,108.6
COMP-049,Resistors,2024-05-01,5,2024,2,5328,1.0,4.9,36,103.6
COMP-049,Resistors,2024-06-01,6,2024,2,3933,2.3,3.8,22,108.8
COMP-049,Resistors,2024-07-01,7,2024,3,4687,0.93,3.9,31,111.3
COMP-049,Resistors,2024-08-01,8,2024,3,4453,1.9,3.0,39,112.5
COMP-049,Resistors,2024-09-01,9,2024,3,3854,1.29,1.3,43,102.3
COMP-049,Resistors,2024-10-01,10,2024,4,3790,1.94,1.6,56,107.9
COMP-049,Resistors,2024-11-01,11,2024,4,3889,1.14,2.9,52,106.7
COMP-049,Resistors,2024-12-01,12,2024,4,4285,2.18,3.6,55,98.5
