component_id,category,manufacturer,package_type,years_since_introduction,technology_node_nm,num_alternative_parts,num_authorized_distributors,monthly_demand_units,demand_trend_6m,demand_trend_12m,avg_lead_time_weeks,lead_time_increase_pct,price_trend_6m,num_pcn_notices,last_pcn_months_ago,manufacturer_financial_health,num_design_wins,cross_reference_count,rohs_compliant,automotive_qualified,military_grade,lifecycle_stage,will_go_eol_12m
CMP-01088,ICs,ROHM,QFN,9.8,28,3,3,2076,0.215,-0.07,4.6,11.1,-0.048,0,10.0,62.7,3,4,1,1,0,Mature,0
CMP-01089,Capacitors,Samsung,SOIC,18.1,65,1,6,1733,-0.327,-0.158,12.8,-10.3,0.045,0,25.0,66.8,9,0,1,1,0,EOL Announced,0
CMP-01090,ICs,Samsung,DIP,2.2,90,8,8,49983,-0.284,0.243,11.0,16.5,0.215,1,20.0,82.7,68,1,1,1,0,Active,0
CMP-01091,Inductors,ROHM,BGA,3.4,28,5,4,1272,0.238,0.162,15.7,0.5,-0.068,1,21.0,67.5,2,6,1,0,0,Active,0
CMP-01092,Connectors,Analog Devices,BGA,11.2,22,8,2,1399,0.171,-0.355,14.2,-2.2,-0.08,2,17.0,73.0,7,1,1,0,1,Last Buy,1
CMP-01093,Connectors,NXP,SMD-0603,4.4,28,4,9,10179,0.153,-0.024,13.7,-1.3,-0.098,1,4.0,67.2,3,3,1,0,0,Active,0
CMP-01094,Capacitors,Texas Instruments,DIP,14.5,7,3,6,2344,0.43,-0.141,8.7,12.9,-0.107,0,28.0,75.1,11,3,1,1,1,Declining,0
CMP-01095,Semiconductors,TDK,CSP,16.8,14,1,6,3872,0.125,0.029,20.8,-4.1,0.015,1,18.0,92.5,35,2,1,1,0,Declining,0
CMP-01096,Capacitors,Microchip,SOIC,2.9,90,5,6,1430,0.036,0.113,17.0,-9.4,-0.068,0,14.0,100.0,7,3,1,1,0,Active,0
CMP-01097,Semiconductors,Infineon,TSSOP,13.9,22,1,3,1284,-0.204,0.131,15.6,-5.3,0.05,0,1.0,61.5,4,4,1,0,0,Last Buy,0
CMP-01098,Diodes,Intel,SMD-0402,1.3,250,6,3,7291,0.019,-0.076,11.1,-19.3,-0.091,0,3.0,81.7,13,3,1,0,0,Active,0
CMP-01099,Resistors,Samsung,QFN,3.3,22,7,5,36,-0.114,-0.047,24.9,-4.0,0.009,2,26.0,80.7,5,0,1,0,1,Mature,0
CMP-01100,Semiconductors,ROHM,SMD-0805,5.8,90,3,5,1719,,-0.05,15.6,-9.4,-0.081,1,9.0,55.7,2,5,0,0,0,Declining,0
CMP-01101,ICs,Samsung,CSP,2.1,90,4,2,32,-0.412,-0.188,13.7,12.1,0.077,0,15.0,91.4,9,6,1,0,1,Active,0
CMP-01102,Transistors,Murata,SMD-0805,6.9,28,8,2,37,-0.249,-0.072,5.0,-1.5,0.032,0,37.0,69.8,24,1,1,0,0,Active,0
CMP-01103,ICs,Murata,DIP,6.9,28,5,6,12,-0.05,-0.28,22.9,5.6,,2,3.0,63.3,43,2,1,0,0,Mature,0
CMP-01104,ICs,Renesas,TSSOP,1.9,65,3,6,3187,0.038,-0.037,52.0,-20.0,0.014,0,4.0,67.6,6,6,1,1,0,Active,0
CMP-01105,Semiconductors,Analog Devices,CSP,12.7,130,5,6,92,-0.111,-0.153,9.3,2.5,-0.015,0,9.0,53.0,4,4,1,0,0,Declining,0
CMP-01106,Resistors,Broadcom,TO-220,8.0,40,7,9,292,-0.018,0.038,9.2,1.8,0.055,0,20.0,81.5,3,5,1,0,0,Last Buy,0
CMP-01107,Diodes,ON Semi,QFN,3.1,10,5,5,5924,-0.112,0.11,9.2,15.3,-0.092,2,3.0,24.3,32,6,1,1,0,Mature,0
CMP-01108,Inductors,STMicro,CSP,2.1,40,2,4,534,-0.152,-0.366,9.9,19.0,-0.056,0,14.0,72.5,4,1,0,1,0,Active,0
CMP-01109,Semiconductors,TDK,QFP,16.9,22,3,3,363,0.108,-0.009,7.9,-20.0,0.126,1,21.0,78.5,6,3,1,0,0,Last Buy,0
CMP-01110,Diodes,Murata,TSSOP,14.5,180,5,9,11200,-0.14,0.283,34.9,43.2,0.1,1,7.0,85.4,13,1,1,0,0,EOL Announced,0
CMP-01111,Capacitors,Murata,SOT-23,2.1,90,2,4,2581,-0.176,-0.086,19.1,2.4,0.058,1,8.0,80.3,1,1,1,0,0,Active,0
CMP-01112,Capacitors,Analog Devices,SMD-0805,0.5,10,4,8,479,0.342,-0.334,13.6,-0.8,-0.113,1,38.0,81.2,9,2,1,0,0,Active,0
CMP-01113,Connectors,Infineon,BGA,13.1,28,5,6,2115,0.049,-0.188,19.7,-12.9,-0.065,0,4.0,66.6,4,2,1,0,0,Last Buy,0
CMP-01114,Connectors,Broadcom,QFN,7.6,10,5,9,105,0.033,0.042,19.3,19.7,0.149,0,26.0,56.2,13,2,1,1,0,Declining,0
CMP-01115,Connectors,ROHM,CSP,0.9,130,1,11,310,-0.088,0.095,7.1,-5.9,0.049,0,4.0,77.4,42,6,1,0,1,Active,0
CMP-01116,Semiconductors,ON Semi,TO-220,7.1,180,1,2,21261,0.113,-0.146,10.9,29.7,-0.012,1,10.0,59.9,5,2,1,1,0,Declining,0
CMP-01117,Transistors,Murata,SOIC,4.8,14,6,4,75,-0.001,0.019,14.1,1.4,0.126,0,23.0,96.2,8,3,1,1,0,Active,0
CMP-01118,Capacitors,Analog Devices,TSSOP,11.9,40,3,5,273,-0.176,0.174,18.1,2.3,0.193,0,8.0,59.3,3,2,1,1,0,Declining,0
CMP-01119,Semiconductors,Intel,TO-220,1.9,180,7,7,500,,-0.02,17.3,35.9,0.114,3,1.0,67.5,2,2,1,1,0,Active,0
CMP-01120,Transistors,Infineon,QFN,4.8,14,4,4,310,-0.23,0.087,12.2,3.9,0.103,2,8.0,52.4,5,5,1,0,0,Active,0
CMP-01121,ICs,STMicro,QFP,1.4,28,6,4,2223,0.083,0.052,3.8,-9.0,-0.004,0,5.0,89.5,15,4,1,1,0,Active,0
CMP-01122,Transistors,Texas Instruments,SMD-0805,25.3,28,3,3,1454,-0.233,0.007,4.9,3.8,0.12,0,3.0,84.2,0,1,1,1,0,EOL Announced,1
CMP-01123,Diodes,ROHM,TSSOP,12.1,10,1,10,3187,0.083,-0.345,8.9,13.5,0.184,1,17.0,72.4,5,1,1,1,0,Last Buy,0
CMP-01124,Inductors,Infineon,BGA,10.7,10,4,4,4058,0.233,0.023,23.2,3.8,0.019,0,1.0,51.9,17,1,1,0,0,Last Buy,0
CMP-01125,Connectors,Texas Instruments,SMD-0402,9.4,250,3,4,3187,-0.215,-0.546,12.5,-0.7,-0.028,1,34.0,62.0,38,4,1,0,0,Declining,0
CMP-01126,Semiconductors,Samsung,SOIC,4.4,65,2,4,16943,0.216,-0.003,11.6,30.4,0.019,1,25.0,72.2,11,4,1,1,0,Active,0
CMP-01127,Resistors,ON Semi,TSSOP,20.5,28,6,6,7617,-0.058,-0.213,8.2,1.6,0.034,0,25.0,,9,4,1,0,0,EOL Announced,1
CMP-01128,Resistors,STMicro,BGA,0.6,40,4,3,695,0.014,-0.063,10.7,11.5,-0.115,1,24.0,51.2,22,1,1,1,1,Active,0
CMP-01129,Capacitors,Renesas,QFP,13.0,90,2,7,19526,-0.347,0.028,20.5,-16.6,0.119,1,6.0,31.0,20,3,1,1,0,Declining,0
CMP-01130,Diodes,ON Semi,SOT-23,1.9,28,5,8,328,0.089,0.402,11.9,11.1,0.041,1,2.0,70.0,2,8,1,1,0,Active,0
CMP-01131,Resistors,Broadcom,QFP,3.1,22,10,7,452,-0.14,-0.143,13.4,-12.1,-0.118,1,60.0,69.8,1,5,1,1,0,Declining,0
CMP-01132,Semiconductors,STMicro,QFP,5.9,14,5,3,1289,-0.052,-0.075,3.1,22.2,0.021,1,60.0,69.4,1,1,1,1,0,Active,0
CMP-01133,Capacitors,Broadcom,CSP,12.2,90,4,5,5699,0.141,0.087,5.9,6.0,-0.077,0,54.0,75.7,1,7,1,1,0,Last Buy,0
CMP-01134,Inductors,ON Semi,SMD-0805,14.6,22,6,4,1969,-0.066,-0.289,19.9,-20.0,,1,20.0,75.9,4,7,1,1,0,Last Buy,1
CMP-01135,Semiconductors,Infineon,QFN,7.0,10,1,4,808,-0.209,0.185,12.8,0.3,0.214,0,11.0,80.7,18,4,1,0,0,Mature,0
CMP-01136,Transistors,ROHM,TSSOP,4.1,40,2,2,824,0.206,0.023,10.6,42.7,0.056,3,4.0,54.6,18,4,1,1,0,Active,0
CMP-01137,Resistors,Analog Devices,QFN,23.4,10,2,5,10865,-0.053,-0.007,7.2,24.7,,1,14.0,52.6,15,4,0,1,0,EOL Announced,1
CMP-01138,Resistors,ON Semi,TSSOP,2.3,250,6,3,963,-0.051,0.165,7.7,7.2,-0.152,0,6.0,91.6,40,2,1,1,0,Active,0
CMP-01139,Connectors,Vishay,BGA,13.0,65,5,8,4591,0.1,-0.188,10.3,-7.9,0.051,0,4.0,82.8,2,1,1,0,0,EOL Announced,0
CMP-01140,Transistors,STMicro,SOT-23,7.6,22,4,2,12,0.115,-0.154,9.1,15.3,0.023,1,26.0,78.1,0,1,1,0,0,Last Buy,0
CMP-01141,Capacitors,Renesas,CSP,3.8,22,3,6,27,0.31,-0.047,15.2,10.2,-0.013,0,2.0,75.3,2,4,1,0,0,Mature,0
CMP-01142,Inductors,ROHM,SOT-23,0.5,65,5,7,14391,-0.079,-0.228,23.2,1.7,-0.045,0,27.0,85.6,23,1,1,1,0,Active,0
CMP-01143,Connectors,Microchip,TO-220,4.7,28,0,2,10,-0.147,0.143,21.2,-16.9,0.147,0,5.0,97.7,3,4,1,0,0,Active,0
CMP-01144,Capacitors,Texas Instruments,CSP,2.6,90,4,5,28,0.045,-0.16,5.8,5.6,0.13,0,0.0,85.2,7,4,0,1,0,Active,0
CMP-01145,Transistors,STMicro,SMD-0402,0.9,65,4,7,1097,0.1,0.011,14.4,-3.6,0.08,1,3.0,68.3,0,3,0,0,0,Active,0
CMP-01146,Diodes,Samsung,QFP,0.6,40,4,5,6361,0.002,-0.106,30.3,11.3,-0.154,0,34.0,48.7,33,5,1,1,0,Mature,0
CMP-01147,Inductors,Intel,SMD-0402,3.4,250,3,3,13,0.011,-0.086,13.6,-6.2,-0.003,1,13.0,56.4,16,0,1,1,0,Mature,0
CMP-01148,Transistors,ROHM,SMD-0603,7.6,40,4,3,1018,0.038,-0.207,21.3,9.7,0.167,0,26.0,64.7,9,3,0,0,0,Declining,0
CMP-01149,Transistors,ROHM,DIP,14.5,40,4,4,5121,-0.029,-0.151,27.7,40.1,-0.028,1,6.0,86.6,2,3,1,0,0,EOL Announced,1
CMP-01150,Inductors,Broadcom,QFP,1.6,65,5,8,371,-0.101,-0.14,14.0,40.6,,0,46.0,74.5,30,2,1,0,0,Active,0
CMP-01151,Transistors,Vishay,SMD-0402,4.4,130,0,7,621,-0.127,-0.097,8.2,11.0,-0.062,0,41.0,80.4,7,5,1,1,0,Mature,0
CMP-01152,Inductors,NXP,SMD-0805,4.0,65,7,4,5371,-0.128,-0.132,15.0,29.9,0.152,1,7.0,74.8,18,3,1,1,0,Mature,0
CMP-01153,Inductors,Microchip,DIP,5.8,90,5,6,1603,0.055,-0.186,5.2,-1.4,-0.126,1,34.0,90.6,3,3,1,1,0,Active,0
CMP-01154,Connectors,STMicro,SOT-23,13.3,40,3,8,889,-0.234,-0.346,14.0,-9.4,0.017,0,5.0,76.9,14,1,1,0,0,Declining,0
CMP-01155,Diodes,Murata,QFP,6.5,40,2,4,215,0.13,-0.107,16.2,23.9,-0.142,0,60.0,81.6,12,2,1,1,0,Declining,0
CMP-01156,Semiconductors,Infineon,QFP,15.0,22,2,7,266,0.182,0.079,3.3,-8.6,0.056,0,13.0,98.1,8,3,1,0,0,EOL Announced,0
CMP-01157,Transistors,Microchip,SOT-23,5.8,90,8,4,1965,0.077,-0.247,3.6,24.1,0.245,0,14.0,,6,3,1,1,0,Mature,0
CMP-01158,Transistors,Infineon,TO-220,7.4,22,9,5,582,-0.244,0.228,19.6,-15.4,0.02,1,0.0,78.3,5,2,1,0,0,Declining,0
CMP-01159,Semiconductors,ON Semi,SMD-0805,4.6,7,1,5,162,-0.153,-0.35,4.3,11.2,-0.003,0,25.0,68.4,0,4,0,0,0,Declining,0
CMP-01160,Transistors,ON Semi,QFP,13.9,180,3,9,104,-0.174,-0.32,6.1,-10.8,-0.022,0,5.0,53.5,12,1,0,0,0,Last Buy,1
CMP-01161,Semiconductors,Renesas,SMD-0402,20.6,28,5,8,12,-0.207,-0.37,15.1,-5.3,0.007,0,3.0,69.7,4,2,1,1,0,Declining,0
CMP-01162,Capacitors,Microchip,QFP,8.2,22,5,3,268,-0.052,0.184,6.7,21.7,0.044,0,8.0,89.6,9,6,1,1,0,Declining,0
CMP-01163,Diodes,Infineon,DIP,13.8,28,4,4,1066,0.214,-0.092,11.9,26.2,0.087,0,7.0,46.2,1,5,1,1,0,Last Buy,0
CMP-01164,Semiconductors,Renesas,QFP,0.5,28,5,2,12843,0.149,0.265,18.4,-4.9,-0.006,1,3.0,77.9,4,4,1,0,0,Mature,0
CMP-01165,Diodes,TDK,SMD-0402,18.9,40,3,0,6097,0.133,-0.347,17.8,22.3,0.074,0,28.0,68.4,1,2,1,1,0,EOL Announced,0
CMP-01166,Transistors,Microchip,SOIC,1.7,10,2,3,519,-0.358,0.46,19.8,-0.9,0.009,0,23.0,71.8,28,5,1,1,0,Active,0
CMP-01167,Connectors,Vishay,DIP,2.4,10,6,4,406,0.264,-0.192,15.1,6.1,0.098,1,6.0,77.3,10,0,1,0,0,Active,0
CMP-01168,Semiconductors,Vishay,TSSOP,0.5,28,7,5,317,0.228,-0.069,23.6,-4.1,,0,12.0,69.6,24,1,1,0,0,Active,0
CMP-01169,Capacitors,Texas Instruments,BGA,26.9,28,6,7,42,-0.179,-0.059,8.4,-3.5,-0.027,0,6.0,66.8,1,2,1,1,1,Declining,0
CMP-01170,Connectors,STMicro,BGA,15.3,14,3,4,79,-0.28,0.031,11.0,-5.2,0.097,0,2.0,81.2,12,4,1,1,1,Declining,0
CMP-01171,ICs,NXP,DIP,19.6,40,5,6,456,0.019,-0.01,11.4,-16.1,0.068,0,9.0,,5,5,1,1,0,Declining,0
CMP-01172,Inductors,Infineon,TSSOP,15.0,28,5,2,736,0.312,-0.011,3.1,-5.3,0.139,0,8.0,54.2,15,2,1,1,0,Last Buy,0
CMP-01173,Capacitors,STMicro,SMD-0805,5.2,10,4,6,488,0.065,0.202,12.2,-5.7,0.1,1,40.0,82.5,1,1,1,1,1,Active,0
CMP-01174,Inductors,Vishay,SOIC,20.6,130,4,6,107,-0.048,-0.117,23.1,34.2,-0.038,0,19.0,60.1,5,2,0,0,0,EOL Announced,1
CMP-01175,Connectors,Samsung,DIP,27.9,130,4,6,399,0.004,-0.122,14.5,18.7,0.251,1,27.0,100.0,5,4,1,1,0,Last Buy,0
CMP-01176,Diodes,Infineon,SMD-0402,5.6,22,6,7,156,0.12,0.268,18.5,-1.7,0.039,0,20.0,62.2,11,1,1,1,0,Mature,0
CMP-01177,Semiconductors,ROHM,CSP,1.5,22,5,4,12719,-0.118,0.007,11.0,2.1,-0.029,0,6.0,48.4,4,1,1,1,0,Active,0
CMP-01178,Diodes,STMicro,SMD-0603,8.6,65,7,3,4981,0.079,-0.137,20.6,9.3,0.112,0,30.0,49.8,23,2,1,0,0,Last Buy,0
CMP-01179,Connectors,Vishay,CSP,29.7,65,1,0,755,0.21,0.119,7.9,4.8,0.067,0,21.0,96.2,2,2,1,0,0,EOL Announced,1
CMP-01180,ICs,Intel,QFN,16.5,250,5,4,11249,-0.161,-0.056,14.1,-4.7,-0.048,0,2.0,58.4,1,2,1,0,0,Last Buy,0
CMP-01181,Capacitors,Vishay,QFP,15.8,40,6,4,2439,0.059,0.349,46.5,16.6,0.045,1,11.0,80.9,1,4,1,1,0,EOL Announced,0
CMP-01182,Inductors,ON Semi,TSSOP,21.7,65,8,3,1543,0.184,-0.21,20.3,-1.8,0.231,0,1.0,86.5,21,4,1,0,0,EOL Announced,1
CMP-01183,ICs,Renesas,TO-220,18.0,130,7,4,1258,-0.267,0.042,11.4,14.7,-0.062,1,8.0,79.9,2,2,1,1,0,EOL Announced,1
CMP-01184,Semiconductors,ROHM,SOIC,12.0,40,4,6,48,-0.032,-0.224,5.6,22.9,-0.062,2,18.0,76.8,5,1,1,0,0,Last Buy,1
CMP-01185,ICs,Murata,SMD-0402,10.1,14,6,6,2669,-0.13,-0.056,28.0,9.3,0.229,0,13.0,87.2,2,2,1,0,0,Declining,0
CMP-01186,Inductors,TDK,TO-220,2.5,40,5,4,6886,-0.144,-0.165,39.1,-0.5,-0.103,0,12.0,82.9,12,3,1,0,0,Active,0
CMP-01187,Semiconductors,Broadcom,BGA,7.8,14,3,2,3344,0.236,-0.019,39.9,18.4,-0.085,0,4.0,83.4,8,1,1,0,0,Declining,0
CMP-01188,Capacitors,TDK,DIP,5.9,7,6,7,1320,0.141,-0.099,16.4,21.3,0.019,0,2.0,70.6,3,4,1,1,0,Mature,0
CMP-01189,Inductors,ROHM,SOIC,15.8,90,12,1,2296,0.187,-0.185,2.2,29.6,0.024,0,9.0,67.0,10,2,1,0,0,EOL Announced,1
CMP-01190,Semiconductors,Renesas,CSP,5.4,22,2,3,3364,0.153,-0.224,8.7,27.9,0.19,1,10.0,66.1,4,2,1,0,0,Declining,0
CMP-01191,Connectors,ON Semi,SOT-23,1.1,7,3,5,6084,0.041,-0.014,30.1,-1.4,0.195,1,23.0,41.0,8,5,1,0,0,Active,0
CMP-01192,Capacitors,ON Semi,QFP,0.5,130,6,2,2930,0.086,-0.093,12.4,-20.0,0.215,0,2.0,79.5,17,2,1,0,0,Active,0
CMP-01193,Inductors,Broadcom,QFN,9.1,40,3,5,17413,0.183,0.106,14.3,1.8,0.134,1,8.0,73.3,1,3,1,0,1,Last Buy,0
CMP-01194,Semiconductors,Infineon,TSSOP,6.4,22,2,5,403,-0.017,-0.236,11.4,-4.7,-0.064,0,8.0,55.8,18,2,1,0,0,Mature,0
CMP-01195,Transistors,Intel,CSP,3.2,28,7,4,661,0.115,0.031,13.0,10.3,-0.103,0,10.0,95.9,12,6,1,0,1,Active,0
CMP-01196,ICs,Intel,BGA,1.5,22,2,5,5460,0.32,0.036,6.7,3.0,0.032,1,2.0,46.6,5,2,1,0,0,Active,0
CMP-01197,ICs,Broadcom,DIP,5.0,22,7,9,3201,0.128,0.316,5.2,-17.7,-0.053,1,20.0,56.8,9,5,1,1,0,Declining,0
CMP-01198,Diodes,Infineon,QFP,0.8,130,5,3,2423,-0.043,0.017,3.7,21.9,-0.046,1,9.0,,17,5,1,1,0,Active,0
CMP-01199,Semiconductors,STMicro,BGA,3.3,22,1,12,11227,-0.039,0.067,10.1,-4.9,-0.032,0,14.0,,18,2,1,0,0,Mature,0
CMP-01200,Diodes,Infineon,SOT-23,3.8,65,2,5,71,-0.099,-0.326,4.6,4.9,0.049,0,2.0,70.3,4,4,1,0,0,Active,0
CMP-01201,Semiconductors,NXP,TO-220,5.0,14,4,0,2572,-0.213,0.013,31.8,24.7,0.139,1,21.0,80.0,11,0,1,0,0,Active,0
CMP-01202,Semiconductors,NXP,CSP,5.0,180,5,1,378,-0.456,-0.254,12.0,-0.3,-0.098,0,19.0,88.0,7,3,0,0,0,Mature,0
CMP-01203,Capacitors,TDK,QFN,2.4,65,6,4,4464,-0.158,-0.32,8.4,-0.6,0.04,2,10.0,87.2,37,4,1,0,0,Active,0
CMP-01204,Resistors,Vishay,QFN,15.2,180,5,8,378,-0.06,-0.062,16.8,16.9,0.213,1,11.0,77.3,2,3,1,0,0,Declining,0
CMP-01205,Diodes,Broadcom,QFP,3.5,40,5,9,7001,0.048,0.051,8.4,16.3,-0.173,0,6.0,57.0,4,3,1,1,0,Mature,0
CMP-01206,Inductors,Infineon,SMD-0402,2.1,130,5,2,11891,0.078,0.107,36.0,-19.0,0.154,0,6.0,60.8,9,2,1,0,0,Active,0
CMP-01207,Resistors,Analog Devices,QFP,1.5,130,5,7,279,-0.023,0.299,13.4,9.9,-0.226,1,51.0,53.1,15,3,1,1,0,Active,0
CMP-01208,Capacitors,Infineon,BGA,3.1,90,4,7,100,-0.058,-0.128,16.7,11.8,-0.035,0,0.0,57.0,5,1,1,0,0,Active,0
CMP-01209,ICs,ROHM,TSSOP,0.6,14,4,5,2301,0.22,-0.173,18.4,-14.0,-0.108,0,14.0,77.4,14,0,1,1,0,Active,0
CMP-01210,Resistors,Renesas,SMD-0402,0.5,7,3,10,13430,-0.137,-0.188,6.2,24.4,0.026,1,7.0,79.4,2,7,1,1,0,Active,0
CMP-01211,Resistors,STMicro,QFN,7.4,22,4,7,22040,0.373,-0.133,3.1,15.3,0.089,0,8.0,54.2,2,4,1,0,0,Last Buy,0
CMP-01212,Semiconductors,Texas Instruments,SMD-0603,7.7,14,3,6,34137,-0.146,-0.156,25.7,24.9,0.107,0,13.0,55.4,1,3,0,0,0,Mature,0
CMP-01213,Diodes,TDK,QFN,6.0,90,2,5,163,-0.046,0.187,19.4,18.2,-0.078,0,9.0,54.6,2,1,1,1,0,Active,0
CMP-01214,Inductors,TDK,QFP,11.5,65,1,7,565,-0.078,0.32,26.1,2.9,-0.034,0,3.0,64.2,4,4,1,1,0,Last Buy,0
CMP-01215,Capacitors,TDK,BGA,0.5,65,3,6,259,-0.123,0.028,8.6,6.0,-0.024,0,5.0,51.8,6,4,1,1,0,Active,0
CMP-01216,Semiconductors,ROHM,SMD-0402,22.0,28,3,7,808,-0.199,0.03,27.7,-7.0,-0.086,0,1.0,75.6,20,3,0,0,0,Last Buy,0
CMP-01217,Inductors,Microchip,DIP,0.8,22,6,5,1644,-0.108,-0.057,40.3,12.4,-0.083,1,9.0,59.5,8,5,0,0,0,Active,0
CMP-01218,Inductors,Vishay,SMD-0402,9.0,22,4,8,6518,0.277,-0.002,8.8,-20.0,0.186,1,41.0,64.0,6,5,1,0,0,Last Buy,0
CMP-01219,Capacitors,Broadcom,SOT-23,1.1,40,2,7,3576,0.219,0.183,12.7,5.1,-0.041,0,12.0,74.9,3,3,1,0,0,Active,0
CMP-01220,ICs,ON Semi,SMD-0805,17.0,90,2,10,12994,0.02,-0.213,22.1,-12.5,-0.006,0,14.0,69.4,3,4,1,0,1,EOL Announced,1
CMP-01221,Semiconductors,Broadcom,CSP,5.7,28,1,7,531,-0.06,-0.136,23.1,20.9,0.29,1,11.0,51.5,70,1,0,0,0,Mature,0
CMP-01222,Resistors,Samsung,SMD-0805,0.7,90,3,4,19596,0.364,0.001,45.2,-20.0,0.186,0,39.0,61.5,1,5,1,1,0,Active,0
CMP-01223,ICs,Texas Instruments,SOIC,7.7,40,4,3,1018,-0.251,-0.279,19.4,-9.6,-0.066,0,10.0,32.9,8,2,1,1,0,Last Buy,0
CMP-01224,Resistors,Microchip,TO-220,0.5,130,5,4,2312,-0.059,-0.004,10.7,-1.9,-0.007,1,25.0,70.2,6,0,1,0,0,Active,0
CMP-01225,Inductors,Analog Devices,SOIC,12.0,22,4,5,24382,-0.38,-0.281,17.9,-0.1,-0.18,0,25.0,70.8,10,4,1,0,0,EOL Announced,0
CMP-01226,Resistors,Analog Devices,TSSOP,8.4,40,2,7,25,0.256,0.022,4.5,9.9,0.099,1,12.0,65.7,5,6,1,1,0,Declining,0
CMP-01227,Capacitors,Vishay,TSSOP,1.9,14,3,3,1252,,-0.032,29.5,0.7,0.146,0,19.0,65.2,1,3,1,0,0,Active,0
CMP-01228,ICs,NXP,SOIC,3.8,28,3,10,33,0.056,-0.014,11.1,-5.4,0.019,1,10.0,59.8,0,4,1,0,0,Declining,0
CMP-01229,Resistors,Broadcom,SMD-0402,0.5,40,3,6,62,-0.084,0.012,8.3,11.5,0.011,0,25.0,86.3,3,4,1,0,1,Active,0
CMP-01230,Transistors,STMicro,BGA,9.5,90,6,7,1231,0.252,0.141,7.3,16.0,0.1,0,36.0,49.8,6,3,1,0,0,Last Buy,0
CMP-01231,Capacitors,ON Semi,CSP,3.1,22,7,5,161,0.077,-0.11,9.9,30.7,0.174,1,40.0,96.1,12,2,1,0,0,Mature,0
CMP-01232,Capacitors,NXP,SOIC,6.8,22,4,8,2637,-0.006,-0.037,5.1,-2.3,0.149,0,2.0,54.2,7,3,1,0,0,Active,0
CMP-01233,Semiconductors,ON Semi,QFP,25.1,65,7,7,1274,0.296,-0.148,10.4,3.0,0.026,0,7.0,66.2,2,4,0,0,0,Declining,0
CMP-01234,Inductors,Intel,SMD-0402,2.8,40,5,10,259,0.17,-0.009,10.2,9.1,0.116,0,6.0,68.4,74,5,1,1,0,Active,0
CMP-01235,Resistors,TDK,BGA,30.0,40,6,8,48,-0.167,-0.017,8.1,-9.9,-0.027,2,34.0,89.4,5,4,1,0,1,EOL Announced,1
CMP-01236,Transistors,Microchip,SMD-0805,8.0,130,4,7,10922,0.112,-0.227,10.8,-11.1,0.153,0,18.0,73.1,24,1,1,1,0,Last Buy,0
CMP-01237,Resistors,ON Semi,SMD-0603,2.2,40,2,5,1537,-0.192,0.13,12.7,14.4,-0.164,1,9.0,54.9,7,6,1,0,0,Active,0
CMP-01238,ICs,Renesas,TSSOP,4.6,65,2,5,200,0.211,0.062,7.4,20.7,-0.234,1,8.0,57.6,7,6,1,1,0,Mature,0
CMP-01239,Semiconductors,Murata,QFP,10.8,65,8,8,233,0.259,0.165,15.8,2.8,0.076,0,0.0,87.7,10,1,0,0,0,Declining,0
CMP-01240,Transistors,TDK,DIP,4.7,130,8,4,126,-0.262,0.062,8.6,12.4,-0.017,1,39.0,85.6,16,5,1,1,0,Mature,0
CMP-01241,Diodes,TDK,TO-220,0.6,65,1,4,1319,0.038,0.133,8.2,-0.1,-0.148,0,29.0,70.1,19,3,1,0,0,Active,0
CMP-01242,Diodes,STMicro,DIP,1.5,10,2,3,5243,-0.073,-0.183,22.9,16.1,-0.014,1,11.0,79.6,7,2,0,0,0,Active,0
CMP-01243,Transistors,Microchip,BGA,12.5,28,3,4,2576,-0.186,-0.085,17.0,-1.5,-0.063,1,1.0,67.2,4,3,1,0,0,EOL Announced,1
CMP-01244,Diodes,Texas Instruments,CSP,8.4,250,5,5,12587,0.232,-0.218,33.2,27.8,-0.047,1,40.0,68.2,2,1,1,1,0,Last Buy,1
CMP-01245,Inductors,NXP,SOT-23,6.7,22,5,5,1976,-0.146,0.108,13.8,12.0,0.032,2,6.0,44.3,10,5,1,1,0,Mature,0
CMP-01246,Semiconductors,ON Semi,BGA,1.5,65,5,3,22061,-0.136,-0.053,14.2,-8.3,0.064,1,8.0,58.8,5,0,1,1,0,Active,0
CMP-01247,Semiconductors,ON Semi,SMD-0603,14.5,130,4,7,987,-0.105,-0.09,20.8,-0.9,0.179,1,40.0,86.0,3,4,1,0,1,Declining,0
CMP-01248,ICs,Intel,SMD-0805,25.9,65,7,4,25,-0.231,0.023,7.3,1.5,0.041,0,15.0,89.1,3,5,1,1,0,EOL Announced,0
CMP-01249,Connectors,TDK,QFN,0.5,40,3,2,82,0.079,-0.014,9.2,1.3,-0.133,0,12.0,51.0,2,3,1,0,0,Active,0
CMP-01250,Diodes,Infineon,BGA,0.6,14,6,2,539,-0.123,-0.026,24.5,9.1,-0.02,0,11.0,39.9,8,6,0,1,0,Active,0
CMP-01251,Resistors,Broadcom,SMD-0805,17.3,28,5,4,573,0.014,0.292,14.6,1.8,-0.352,1,14.0,68.5,3,1,1,1,0,EOL Announced,1
CMP-01252,Semiconductors,Samsung,CSP,13.5,22,5,2,266,-0.058,-0.208,6.5,-17.9,0.107,1,3.0,43.5,6,2,0,1,0,Declining,0
