supplier_id,country,component_category,years_in_business,num_manufacturing_sites,annual_revenue_millions,num_employees,on_time_delivery_rate,defect_rate_ppm,lead_time_days,lead_time_variability,financial_health_score,debt_to_equity_ratio,num_certifications,has_iso9001,has_iso14001,has_iatf16949,num_customers,single_source_pct,sub_tier_visibility,recent_disruption_events,news_sentiment_score,compliance_violations,geographic_risk_index,risk_label
SUP-0693,China,Passive Components,3,3,20.3,608,0.922,1726.0,27,0.16,85.7,0.46,6,1,0,0,6,0.353,1,0,0.872,1,0.558,Medium
SUP-0694,China,Passive Components,5,4,238.8,851,0.765,28.0,25,0.139,65.0,0.57,1,1,1,0,48,0.083,2,0,0.833,0,0.636,Low
SUP-0695,USA,Connectors,1,2,65.9,871,0.782,448.0,68,0.004,71.8,2.16,3,1,0,1,50,0.177,1,0,0.918,0,0.118,Low
SUP-0696,Taiwan,Connectors,39,2,26.7,156,0.603,572.0,15,0.02,54.1,0.38,3,0,0,0,35,0.289,3,0,0.218,0,0.741,Medium
SUP-0697,USA,Displays,13,2,7.7,124,0.962,2127.0,25,0.132,65.4,0.03,4,1,1,0,39,0.039,3,0,0.64,0,0.104,Low
SUP-0698,China,Passive Components,32,8,14.3,219,0.822,1429.0,82,0.364,19.0,1.15,4,0,1,1,9,0.169,0,0,0.618,1,0.725,Medium
SUP-0699,Japan,Sensors,3,1,4.7,537,0.65,623.0,14,0.355,81.9,0.68,5,0,1,0,46,0.311,2,0,0.488,0,0.132,Medium
SUP-0700,Germany,Passive Components,11,1,55.6,2398,0.915,369.0,21,0.025,100.0,1.35,2,1,0,0,25,0.418,2,0,0.665,1,0.133,Medium
SUP-0701,China,Connectors,13,2,9.1,34,0.684,88.0,11,0.073,43.7,0.06,1,1,0,1,13,0.055,0,0,0.536,0,0.577,Medium
SUP-0702,Taiwan,Sensors,4,3,36.7,309,0.886,242.0,21,0.007,46.2,0.78,1,0,1,0,22,0.342,1,0,0.632,0,0.63,Medium
SUP-0703,China,Semiconductors,22,1,426.3,81,0.817,440.0,12,0.095,73.8,0.23,3,1,0,1,58,0.398,0,0,1.0,1,0.594,Medium
SUP-0704,China,Semiconductors,35,6,330.0,55,0.788,646.0,37,0.21,94.5,1.87,4,1,1,1,29,0.411,3,0,0.663,0,0.586,Medium
SUP-0705,Brazil,Memory,25,1,52.0,1287,0.822,504.0,21,0.234,,0.09,5,1,0,1,2,0.128,0,0,0.672,1,0.489,Medium
SUP-0706,Taiwan,PCB,16,5,47.9,775,0.85,626.0,11,0.104,40.4,1.48,6,1,0,0,48,0.231,3,1,0.764,3,0.722,High
SUP-0707,Thailand,Connectors,3,1,915.8,691,0.638,280.0,33,0.015,60.8,0.07,5,1,0,0,45,0.143,3,0,0.636,0,0.362,Low
SUP-0708,Taiwan,PCB,3,3,119.2,1218,0.674,650.0,22,0.072,44.4,0.02,2,1,1,0,13,0.174,0,1,0.38,0,0.703,Medium
SUP-0709,Vietnam,Sensors,39,6,33.4,226,0.841,78.0,35,0.403,51.6,0.21,4,1,1,1,22,0.179,2,0,0.271,0,0.455,Medium
SUP-0710,India,Connectors,1,1,6.4,240,0.708,89.0,10,0.039,58.9,0.32,3,1,0,1,22,0.167,2,1,0.594,0,0.438,Medium
SUP-0711,USA,Displays,15,7,98.6,5557,0.931,89.0,25,0.058,46.4,0.79,3,1,1,0,2,0.248,3,1,0.546,0,0.152,Medium
SUP-0712,Japan,Passive Components,14,2,189.4,300,0.932,1108.0,31,0.206,49.4,0.11,4,1,0,1,13,0.584,2,1,0.207,0,0.174,Medium
SUP-0713,South Korea,Displays,11,6,21.2,974,0.948,40.0,15,0.198,,0.46,1,1,1,0,13,0.329,2,1,,0,0.218,Low
SUP-0714,Taiwan,Sensors,50,3,84.5,406,0.989,809.0,9,0.365,69.3,0.18,1,0,0,0,17,0.386,3,0,0.621,0,0.661,Medium
SUP-0715,Philippines,Connectors,4,2,31.6,43,0.654,133.0,19,0.074,36.5,1.55,6,1,0,0,11,0.411,0,1,0.888,0,0.409,Medium
SUP-0716,Mexico,Power Management,4,1,41.4,34,0.799,316.0,41,0.108,72.9,0.04,1,0,0,0,38,0.146,1,1,0.154,0,0.316,Medium
SUP-0717,France,Sensors,1,2,1.3,201,0.963,1238.0,39,0.094,57.4,0.35,2,0,0,1,8,0.324,3,1,0.892,0,0.115,Medium
SUP-0718,China,Power Management,7,1,39.1,1432,0.569,441.0,15,0.394,,0.8,2,1,0,0,49,0.17,0,1,0.503,1,0.652,Medium
SUP-0719,India,Passive Components,3,1,233.7,1038,0.936,118.0,9,0.22,80.6,1.95,2,1,0,1,37,0.408,3,0,0.852,1,0.433,Medium
SUP-0720,UK,Semiconductors,5,1,21.2,1208,0.975,167.0,15,0.267,54.1,1.62,4,0,0,1,78,0.432,2,0,0.643,0,0.069,Medium
SUP-0721,China,Semiconductors,21,2,59.1,123,0.96,1266.0,15,0.021,77.3,1.8,6,1,1,1,113,0.24,1,2,0.691,0,0.642,Medium
SUP-0722,China,Sensors,32,4,17.6,2804,0.937,279.0,26,0.235,48.3,0.05,5,1,1,0,114,0.423,1,0,0.691,1,0.616,Medium
SUP-0723,India,PCB,2,1,93.8,126,0.73,442.0,18,0.085,91.5,1.47,2,1,1,1,6,0.459,0,0,0.515,1,0.424,Medium
SUP-0724,Germany,Connectors,5,1,39.5,520,0.603,308.0,12,0.004,49.0,1.21,3,1,0,0,28,0.196,0,0,0.471,0,0.081,Medium
SUP-0725,Mexico,Connectors,31,3,13.3,398,0.8,238.0,38,0.009,72.1,1.86,4,1,0,1,9,0.571,1,0,0.528,0,0.335,Low
SUP-0726,China,Semiconductors,1,1,403.0,327,0.86,126.0,21,0.17,61.2,0.3,2,1,1,0,500,0.164,3,0,0.306,1,0.656,Medium
SUP-0727,Thailand,Memory,1,1,219.9,2010,0.75,579.0,26,0.07,44.7,1.94,4,1,1,1,37,0.436,2,1,0.504,0,0.422,Medium
SUP-0728,China,Displays,2,1,22.0,173,0.596,633.0,7,0.304,83.0,0.41,1,1,1,1,82,0.464,1,0,0.461,0,0.692,Medium
SUP-0729,China,Memory,10,6,115.2,79,0.884,161.0,4,0.199,52.7,0.8,0,1,1,1,31,0.244,1,0,0.301,1,0.627,Medium
SUP-0730,China,Passive Components,1,5,122.3,413,0.755,778.0,8,0.003,31.0,0.44,3,1,1,1,1,0.254,0,0,0.692,1,0.556,Medium
SUP-0731,Thailand,Displays,41,2,143.1,249,0.786,964.0,15,0.174,7.4,0.45,4,1,1,0,9,0.175,3,1,0.602,0,0.317,Medium
SUP-0732,Vietnam,Displays,7,3,4.3,23222,0.946,1267.0,28,0.032,47.5,0.63,1,1,1,0,10,0.186,0,1,,0,0.469,Medium
SUP-0733,Germany,Sensors,8,2,247.1,908,0.841,88.0,4,0.082,92.5,0.35,5,0,1,0,13,0.511,1,1,0.739,0,0.018,Low
SUP-0734,South Korea,Semiconductors,3,3,23.2,246,0.903,181.0,52,0.147,90.2,1.26,2,1,1,0,28,0.096,2,2,0.552,1,0.261,Medium
SUP-0735,Malaysia,Memory,7,3,31.9,113,0.803,984.0,22,0.309,50.6,0.8,1,0,0,0,33,0.481,2,1,,0,0.301,Medium
SUP-0736,South Korea,Memory,13,3,2855.0,42,0.934,111.0,45,0.091,57.5,0.94,2,1,0,0,1,0.58,1,0,0.661,0,0.235,Low
SUP-0737,Thailand,Semiconductors,16,1,85.9,117,0.622,2.0,11,0.248,55.7,0.21,4,0,0,1,15,0.645,3,0,0.016,0,0.439,Medium
SUP-0738,Japan,Memory,16,1,30.6,463,0.852,1023.0,27,0.229,38.3,2.79,2,1,0,1,12,0.083,2,0,0.578,1,0.125,Medium
SUP-0739,South Korea,Power Management,10,2,2.0,2236,0.839,198.0,21,0.08,46.0,0.86,0,1,0,0,79,0.096,1,2,0.753,0,0.34,Medium
SUP-0740,Japan,Semiconductors,28,5,439.1,1550,0.864,268.0,32,0.104,84.6,0.18,1,1,0,0,36,0.2,3,2,,0,0.103,Medium
SUP-0741,Taiwan,Sensors,20,3,7.3,531,0.962,296.0,17,0.181,75.1,1.11,2,0,0,0,16,0.413,0,0,0.494,1,0.736,Medium
SUP-0742,India,PCB,16,5,12.1,273,0.818,943.0,26,0.005,70.5,0.15,5,1,1,0,25,0.345,1,1,0.152,0,0.425,Medium
SUP-0743,Japan,Displays,1,8,33.2,557,0.864,206.0,38,0.332,,0.05,3,1,0,1,3,0.104,3,1,0.073,0,0.138,Medium
SUP-0744,China,Sensors,1,1,457.0,216,0.894,1114.0,13,0.22,67.0,0.6,4,1,1,0,38,0.126,3,0,0.728,0,0.568,Low
SUP-0745,Malaysia,Connectors,2,3,174.1,3171,0.783,480.0,23,0.043,18.9,0.65,2,1,0,1,13,0.622,1,0,0.529,1,0.292,Medium
SUP-0746,South Korea,Passive Components,13,3,43.1,321,0.919,375.0,6,0.596,81.9,,3,1,1,0,8,0.021,0,0,,0,0.329,Low
SUP-0747,Germany,PCB,6,7,86.7,363,0.879,197.0,30,0.03,70.2,0.34,1,0,1,1,74,0.315,2,0,0.318,1,0.031,Medium
SUP-0748,Philippines,Connectors,6,8,22.2,28,0.66,140.0,64,0.368,38.1,2.33,0,1,0,1,26,0.031,3,1,0.668,0,0.561,Medium
SUP-0749,USA,Displays,25,3,67.3,319,0.935,489.0,9,0.059,97.3,0.27,0,1,1,1,10,0.151,2,0,0.932,0,0.212,Low
SUP-0750,China,Memory,27,1,60.9,1100,0.971,296.0,19,0.216,29.1,0.14,3,0,0,0,10,0.278,2,0,0.641,0,0.575,Medium
SUP-0751,UK,Semiconductors,28,4,233.5,112,0.898,1207.0,34,0.091,75.6,3.92,1,1,1,0,28,0.711,1,0,0.282,0,0.15,Medium
SUP-0752,USA,Displays,4,1,232.9,163,0.772,338.0,20,0.2,76.1,0.29,4,1,1,0,26,0.243,2,0,1.0,0,0.04,Low
SUP-0753,Taiwan,Sensors,14,4,114.5,1044,0.893,359.0,22,0.025,40.2,0.91,1,1,0,1,20,0.413,3,0,0.916,0,0.618,Medium
SUP-0754,China,Passive Components,3,6,31.7,68,0.784,270.0,15,0.047,64.2,0.21,4,0,0,0,6,0.259,1,0,0.555,0,0.697,Medium
SUP-0755,Thailand,Sensors,2,2,166.1,1435,0.844,779.0,15,0.016,32.3,0.64,2,1,0,1,6,0.17,1,0,0.764,0,0.44,Medium
SUP-0756,USA,PCB,2,3,47.6,213,0.772,277.0,19,0.301,8.1,0.39,1,1,1,1,9,0.291,1,2,0.766,0,0.108,Medium
SUP-0757,Germany,PCB,5,2,10.8,253,0.5,157.0,20,0.053,43.6,,1,1,1,0,16,0.523,1,0,0.728,0,0.138,Medium
SUP-0758,Malaysia,Passive Components,6,2,29.8,104,0.814,990.0,9,0.178,52.7,0.45,3,1,0,1,19,0.176,1,1,0.324,0,0.267,Medium
SUP-0759,Thailand,Power Management,21,2,62.0,635,0.969,454.0,19,0.257,77.9,0.7,1,1,1,0,17,0.133,0,0,0.665,0,0.405,Low
SUP-0760,China,Connectors,1,4,213.9,7722,0.741,448.0,51,0.348,66.3,2.32,4,1,0,0,17,0.379,1,0,0.892,3,0.612,High
SUP-0761,Taiwan,Connectors,15,6,41.5,1030,0.903,472.0,15,0.017,66.9,3.63,3,1,0,1,131,0.315,3,0,0.701,0,0.628,Medium
SUP-0762,China,PCB,9,6,8.9,143,0.875,634.0,9,0.335,44.7,0.09,5,1,1,1,46,0.475,1,0,0.679,0,0.658,Medium
SUP-0763,India,PCB,4,1,59.4,1576,0.908,188.0,18,0.033,54.4,1.44,1,1,1,1,65,0.283,3,1,0.493,0,0.428,Medium
SUP-0764,China,Memory,8,5,64.7,275,0.95,17.0,13,0.2,,0.39,5,0,0,1,31,0.447,2,0,0.419,0,0.541,Medium
SUP-0765,Germany,Semiconductors,4,4,72.2,2099,0.833,832.0,8,0.196,40.5,0.72,3,1,1,1,21,0.11,1,1,0.285,0,0.185,Medium
SUP-0766,India,Memory,10,1,217.0,1062,0.763,69.0,21,0.001,53.1,0.38,5,1,0,0,30,0.446,1,0,0.751,0,0.512,Low
SUP-0767,Malaysia,Memory,6,1,251.7,11,0.854,640.0,13,0.037,66.5,0.41,2,1,0,1,25,0.402,2,1,0.556,0,0.29,Medium
SUP-0768,Taiwan,Power Management,2,1,22.4,120,0.916,43.0,13,0.102,53.5,0.14,6,1,0,0,45,0.166,1,0,0.332,1,0.638,Medium
SUP-0769,Mexico,Connectors,1,6,21.7,1252,0.548,235.0,22,0.082,58.5,0.68,2,0,1,0,7,0.372,3,1,0.795,0,0.377,Medium
SUP-0770,China,Power Management,9,3,11.5,483,0.75,33.0,8,0.376,78.9,0.63,3,1,1,0,41,0.353,0,0,0.483,0,0.604,Medium
SUP-0771,Mexico,Power Management,27,4,155.7,118,0.908,369.0,7,0.067,55.0,0.17,2,1,0,0,23,0.26,0,0,0.428,0,0.46,Low
SUP-0772,China,Passive Components,5,1,479.7,188,0.903,529.0,30,0.415,38.3,0.62,5,0,1,0,3,0.313,1,0,0.501,1,0.667,Medium
SUP-0773,South Korea,Connectors,15,4,34.0,40,0.764,94.0,6,0.092,76.3,2.89,2,1,1,0,21,0.397,2,0,0.561,0,0.278,Medium
SUP-0774,Thailand,Semiconductors,12,1,38.0,362,0.684,232.0,11,0.5,70.3,1.0,3,1,1,0,5,0.027,3,1,0.692,0,0.473,Medium
SUP-0775,China,Sensors,32,2,492.8,5726,0.885,1331.0,6,0.201,71.6,0.52,4,0,1,0,11,0.352,0,2,0.425,0,0.668,Medium
SUP-0776,China,PCB,20,3,116.6,1059,0.754,292.0,15,0.265,77.5,,5,1,0,0,17,0.061,2,0,0.802,1,0.513,Medium
SUP-0777,India,PCB,10,1,105.0,5588,0.797,811.0,25,0.017,74.1,0.69,1,1,0,1,4,0.586,0,0,0.697,0,0.48,Low
SUP-0778,India,Semiconductors,12,5,9.1,1163,0.973,1310.0,21,0.132,65.6,,4,0,1,0,19,0.368,2,0,0.497,0,0.511,Medium
SUP-0779,USA,Power Management,27,1,151.1,1384,0.972,1832.0,84,0.023,100.0,0.63,3,1,0,0,21,0.09,0,1,0.568,1,0.08,Low
SUP-0780,Vietnam,Memory,6,3,13.5,4310,0.83,1143.0,38,0.053,39.3,0.16,7,1,0,0,42,0.525,2,1,0.515,1,0.439,Medium
SUP-0781,Germany,Passive Components,4,2,10.0,634,0.896,191.0,11,0.147,53.3,1.17,3,0,0,0,12,0.28,2,1,0.613,1,0.251,Medium
SUP-0782,Taiwan,Power Management,1,3,32.5,322,0.879,1643.0,9,0.194,84.3,2.73,4,1,1,1,26,0.155,0,0,,0,0.78,Medium
SUP-0783,Taiwan,PCB,21,1,22.7,1392,0.687,837.0,101,0.006,67.9,0.36,3,1,0,1,18,0.204,2,3,0.513,0,0.715,Medium
SUP-0784,China,Displays,19,1,39.2,2309,0.759,908.0,37,0.114,,0.46,6,1,0,1,13,0.258,2,2,0.638,1,0.495,Medium
SUP-0785,Philippines,Memory,1,6,6.3,226,0.767,8.0,28,0.125,68.4,0.44,3,1,0,0,3,0.044,2,1,0.46,1,0.431,Medium
SUP-0786,USA,PCB,10,1,230.0,169,0.833,1542.0,21,0.012,92.5,0.27,1,1,1,0,17,0.445,2,1,0.706,0,0.2,Low
SUP-0787,South Korea,Displays,7,4,296.3,476,0.762,753.0,23,0.104,44.8,1.26,2,1,1,0,42,0.056,2,0,0.655,0,0.369,Low
SUP-0788,Japan,Power Management,1,8,2.9,1094,0.878,730.0,8,0.188,91.8,0.77,3,1,0,1,7,0.093,2,1,0.866,1,0.139,Medium
SUP-0789,UK,Semiconductors,47,1,236.9,1051,0.685,43.0,22,0.008,88.4,0.05,1,1,1,1,16,0.157,3,1,0.434,0,0.077,Low
SUP-0790,China,Semiconductors,2,1,16.2,73,0.872,132.0,20,0.214,40.8,1.46,4,1,1,1,18,0.184,3,1,0.738,0,0.676,Medium
SUP-0791,USA,Memory,1,3,197.4,3999,0.745,1639.0,11,0.129,77.6,0.17,2,1,1,0,60,0.451,2,0,0.853,0,0.09,Low
SUP-0792,Japan,PCB,10,7,49.3,186,0.613,347.0,14,0.269,64.1,3.1,2,1,0,0,20,0.136,3,0,0.512,0,0.146,Medium
SUP-0793,USA,Connectors,16,6,57.0,293,0.844,254.0,49,0.037,52.9,0.38,4,1,1,0,26,0.714,3,1,0.575,1,0.124,Medium
SUP-0794,China,Displays,1,2,41.4,136,0.628,916.0,18,0.269,27.2,0.77,2,0,1,1,19,0.143,1,1,0.638,0,0.632,Medium
SUP-0795,Malaysia,Passive Components,12,4,336.4,10280,0.933,46.0,69,0.015,44.8,0.06,2,0,0,0,12,0.239,3,0,,0,0.248,Low
SUP-0796,UK,PCB,9,1,8.5,539,0.967,270.0,7,0.078,79.2,0.34,3,0,0,0,6,0.395,1,1,0.635,0,0.134,Low
SUP-0797,Germany,Passive Components,1,7,135.9,145,0.939,236.0,14,0.033,81.3,1.3,1,1,0,1,15,0.326,0,0,0.735,0,0.053,Low
SUP-0798,Vietnam,PCB,2,7,284.9,1137,0.873,215.0,7,0.313,60.8,0.52,0,1,1,1,29,0.183,3,0,0.577,0,0.568,Low
SUP-0799,Philippines,Connectors,10,1,159.9,1015,0.743,184.0,9,0.183,81.3,1.88,7,0,1,0,22,0.191,1,3,0.576,0,0.436,High
SUP-0800,Vietnam,Connectors,4,1,1784.8,322,0.973,118.0,12,0.004,83.9,0.68,4,1,0,0,88,0.156,2,0,0.653,0,0.517,Low
SUP-0801,China,Memory,33,1,24.7,1106,0.773,95.0,24,0.001,68.1,2.11,5,0,0,1,51,0.232,3,0,0.52,1,0.459,Medium
SUP-0802,Germany,Memory,20,1,229.5,149,0.897,511.0,23,0.052,50.6,3.24,3,0,1,0,69,0.321,0,0,0.53,2,0.145,High
SUP-0803,USA,Connectors,49,4,46.6,223,0.855,1259.0,13,0.023,73.8,0.48,3,1,1,1,2,0.241,1,1,0.42,0,0.152,Medium
SUP-0804,South Korea,Sensors,3,2,347.3,36,0.924,356.0,5,0.149,74.7,0.67,0,1,1,0,97,0.039,2,0,0.592,0,0.277,Low
SUP-0805,India,Connectors,41,1,54.0,82,0.73,177.0,48,0.164,78.5,1.44,1,0,1,1,26,0.259,2,0,0.69,0,0.384,Medium
SUP-0806,UK,Semiconductors,6,2,30.5,3530,0.772,87.0,16,0.427,82.3,0.2,1,1,0,1,30,0.237,3,0,0.546,0,0.033,Low
SUP-0807,Philippines,Semiconductors,5,8,387.3,2892,0.713,886.0,10,0.456,37.8,,6,1,0,1,49,0.33,3,0,0.445,1,0.453,Medium
SUP-0808,Japan,Sensors,1,3,26.1,436,0.842,1779.0,23,0.161,54.8,0.72,4,1,1,0,20,0.377,0,3,0.581,0,0.097,Medium
SUP-0809,China,Power Management,1,2,6.6,2967,0.659,215.0,22,0.001,27.0,1.03,2,1,0,0,6,0.372,1,0,0.679,1,0.6,Medium
SUP-0810,Brazil,Displays,14,1,25.1,332,0.95,172.0,16,0.067,79.9,0.07,3,1,0,0,85,0.31,2,0,0.626,0,0.409,Low
SUP-0811,Mexico,Power Management,7,8,138.2,301,0.831,460.0,21,0.108,60.8,1.16,4,1,0,1,9,0.244,2,2,1.0,1,0.364,Medium
SUP-0812,China,Passive Components,3,5,440.6,431,0.878,747.0,10,0.104,73.6,0.3,4,1,1,0,7,0.128,1,0,0.469,0,0.675,Medium
SUP-0813,Philippines,Power Management,11,1,64.5,347,0.815,304.0,31,0.139,35.5,1.31,1,1,0,0,15,0.11,1,1,0.57,0,0.518,Medium
SUP-0814,Malaysia,PCB,3,1,394.4,311,0.944,497.0,11,0.485,93.0,0.57,3,1,0,0,13,0.36,1,1,0.756,0,0.311,Medium
SUP-0815,Germany,Power Management,10,1,7.1,1590,0.5,630.0,13,0.325,41.1,0.26,3,1,1,1,20,0.085,3,1,0.461,0,0.136,Medium
SUP-0816,USA,PCB,5,1,28.1,483,0.664,1617.0,29,0.017,80.5,2.44,6,1,1,1,18,0.161,3,1,0.986,0,0.123,Medium
SUP-0817,South Korea,Sensors,20,3,35.4,948,0.934,90.0,41,0.046,67.4,1.16,1,1,1,1,77,0.213,0,1,0.601,0,0.376,Medium
SUP-0818,China,Semiconductors,20,6,46.0,1390,0.872,2973.0,52,0.269,61.2,3.4,2,1,1,0,31,0.11,1,2,0.712,0,0.61,High
SUP-0819,Taiwan,Memory,7,2,61.9,642,0.947,249.0,37,0.261,59.6,0.36,3,1,0,1,8,0.16,1,1,0.604,0,0.749,Medium
SUP-0820,Thailand,PCB,5,5,153.9,125,0.867,642.0,16,0.048,52.2,0.84,2,1,0,0,9,0.437,3,1,0.804,0,0.514,Medium
SUP-0821,China,Semiconductors,5,2,28.0,79,0.856,425.0,7,0.197,90.9,0.76,5,0,1,1,13,0.111,3,0,0.387,1,0.625,Medium
SUP-0822,Taiwan,Displays,19,4,67.3,482,0.852,333.0,46,0.167,65.3,0.93,3,1,1,0,13,0.077,2,1,,0,0.68,Medium
SUP-0823,South Korea,Passive Components,4,4,51.0,328,0.787,599.0,45,0.096,39.6,0.03,1,1,1,0,12,0.033,0,1,,0,0.282,Medium
SUP-0824,Germany,Displays,2,1,13.6,448,0.804,252.0,13,0.034,57.3,0.28,3,1,0,0,6,0.539,0,1,0.732,1,0.067,Medium
SUP-0825,Philippines,Sensors,1,2,46.0,395,0.812,67.0,34,0.329,67.6,1.92,2,1,0,0,26,0.098,1,1,0.452,0,0.492,Medium
SUP-0826,Taiwan,Power Management,7,3,44.0,8957,0.812,336.0,16,0.17,83.0,0.44,3,0,1,0,12,0.299,3,2,0.667,1,0.722,Medium
SUP-0827,Taiwan,Power Management,7,1,42.6,81,0.685,369.0,49,0.028,52.9,2.59,2,1,1,0,7,0.455,0,0,0.406,0,0.686,Medium
SUP-0828,India,Connectors,22,2,57.3,37,0.886,113.0,14,0.183,54.2,0.19,4,0,1,0,32,0.197,2,0,0.835,0,0.531,Medium
SUP-0829,Japan,Connectors,3,2,61.2,601,0.853,1371.0,65,0.203,65.5,4.77,2,1,1,0,46,0.175,0,0,0.342,1,0.134,Medium
SUP-0830,China,Connectors,5,8,28.5,256,0.682,129.0,32,0.327,82.5,0.96,2,1,1,0,15,0.463,2,1,0.631,0,0.608,Medium
SUP-0831,Japan,Displays,19,2,368.4,589,0.871,263.0,59,0.038,37.6,1.2,5,1,1,1,119,0.36,2,0,0.522,0,0.115,Low
SUP-0832,China,PCB,20,4,9.4,812,0.853,84.0,15,0.673,75.1,0.4,3,1,1,1,184,0.458,2,1,0.287,0,0.598,Medium
SUP-0833,China,Passive Components,5,2,18.5,1883,0.691,384.0,25,0.025,55.7,1.9,1,1,0,1,33,0.228,2,0,0.413,0,0.564,Medium
SUP-0834,Japan,Connectors,7,4,3533.2,66,0.846,184.0,11,0.138,58.5,0.63,4,0,1,1,12,0.431,3,2,0.69,0,0.148,Medium
SUP-0835,South Korea,Sensors,4,3,11.5,206,0.66,336.0,33,0.161,100.0,,3,1,1,1,26,0.459,1,1,0.421,1,0.251,Medium
SUP-0836,Philippines,Sensors,32,5,7.2,674,0.778,127.0,34,0.081,61.1,0.08,3,1,1,1,5,0.223,1,0,0.466,0,0.428,Low
SUP-0837,South Korea,Connectors,1,2,164.3,1016,0.887,28.0,84,0.097,80.1,0.8,1,1,1,1,8,0.466,3,0,0.675,0,0.268,Low
SUP-0838,USA,Power Management,32,3,2.4,5609,0.75,755.0,26,0.332,79.4,1.69,3,1,0,0,3,0.207,0,0,0.783,0,0.071,Low
SUP-0839,USA,Connectors,13,3,38.4,1270,0.709,512.0,31,0.155,41.4,0.16,5,1,0,0,10,0.2,2,1,0.732,0,0.058,Medium
SUP-0840,China,Passive Components,9,2,1364.8,376,0.71,208.0,15,0.103,28.1,1.07,2,1,0,0,5,0.555,3,0,0.591,0,0.586,Medium
SUP-0841,Vietnam,Connectors,1,1,5.4,138,0.814,24.0,27,0.021,81.4,,0,0,0,1,37,0.28,3,0,0.644,1,0.377,Medium
SUP-0842,China,Passive Components,7,1,2.8,204,0.831,1003.0,15,0.001,43.3,,3,0,0,1,9,0.16,3,0,0.624,1,0.637,Medium
SUP-0843,France,Sensors,6,1,5.8,198,0.788,93.0,21,0.02,31.7,3.26,4,1,1,0,26,0.201,0,1,0.393,0,0.117,Medium
SUP-0844,China,Connectors,2,5,210.1,885,0.779,1335.0,22,0.469,85.5,0.35,3,1,0,0,42,0.229,3,0,,0,0.618,Medium
SUP-0845,South Korea,Displays,12,1,295.1,549,0.824,326.0,16,0.217,44.6,0.09,3,1,0,0,64,0.112,3,1,0.391,0,0.294,Medium
SUP-0846,China,Memory,42,1,25.3,82,0.693,208.0,20,0.512,49.5,0.86,5,0,1,1,14,0.409,2,0,0.723,0,0.665,Medium
SUP-0847,Brazil,Displays,9,4,152.1,239,0.898,677.0,16,0.005,100.0,0.02,2,1,0,0,27,0.273,1,0,0.627,0,0.367,Low
SUP-0848,Japan,Sensors,15,2,439.4,1156,0.82,1047.0,15,0.171,31.8,0.53,2,1,1,0,28,0.238,1,1,0.167,0,0.067,Medium
SUP-0849,USA,Passive Components,1,2,797.1,615,0.688,232.0,38,0.007,39.9,0.25,2,1,0,0,71,0.173,2,1,0.796,0,0.115,Medium
SUP-0850,China,Displays,6,1,37.7,798,0.8,262.0,22,0.229,55.8,0.51,3,1,1,1,43,0.323,3,0,0.496,0,0.697,Medium
SUP-0851,India,Passive Components,1,7,1.7,638,0.678,284.0,24,0.072,60.2,0.01,2,1,0,1,73,0.097,1,1,0.479,0,0.524,Medium
SUP-0852,China,Displays,11,5,15.9,2840,0.935,1278.0,8,0.015,47.1,0.04,4,1,1,1,3,0.06,1,0,0.791,0,0.648,Low
SUP-0853,Malaysia,Displays,33,5,28.8,535,0.871,590.0,25,0.126,41.8,0.01,3,0,1,0,10,0.325,2,0,0.567,0,0.415,Low
SUP-0854,China,Passive Components,13,2,37.0,253,0.605,142.0,27,0.049,95.2,0.77,1,1,1,0,56,0.319,2,1,0.719,0,0.581,Medium
SUP-0855,China,PCB,1,4,41.2,134,0.84,102.0,15,0.162,70.3,0.66,3,1,0,0,35,0.094,2,0,0.469,0,0.579,Low
SUP-0856,China,Displays,5,1,292.5,544,0.822,131.0,70,0.161,76.7,0.21,5,1,0,0,17,0.619,1,0,0.761,0,0.589,Low
SUP-0857,Japan,Connectors,9,1,369.3,21,0.837,153.0,5,0.183,62.3,0.83,5,0,1,1,12,0.151,2,1,0.639,1,0.027,Medium
SUP-0858,Germany,Memory,6,1,42.2,323,0.878,131.0,32,0.733,70.8,1.72,3,0,0,0,44,0.387,0,5,0.681,0,0.174,High
SUP-0859,China,Sensors,21,3,283.6,315,0.901,537.0,30,0.073,83.7,0.26,4,1,0,1,2,0.151,0,0,0.564,0,0.601,Low
SUP-0860,Thailand,PCB,20,2,93.4,78,0.692,62.0,27,0.094,45.1,1.43,5,0,1,0,44,0.283,2,0,0.926,0,0.37,Medium
SUP-0861,Japan,Passive Components,11,2,60.1,132,0.801,245.0,22,0.245,70.3,0.87,3,1,0,1,21,0.341,1,0,0.974,0,0.141,Low
SUP-0862,Germany,PCB,5,1,212.7,1065,0.887,490.0,27,0.13,78.9,0.03,3,1,0,0,12,0.246,2,0,0.159,0,0.053,Low
SUP-0863,Japan,Semiconductors,3,2,60.8,532,0.984,172.0,33,0.006,95.9,0.38,0,1,0,0,33,0.148,2,0,0.785,1,0.153,Low
SUP-0864,South Korea,Semiconductors,1,4,1196.0,455,0.886,34.0,12,0.278,100.0,0.57,4,1,0,1,13,0.13,2,2,0.384,0,0.275,Medium
SUP-0865,Germany,Displays,5,2,6.3,582,0.974,43.0,24,0.008,66.4,1.05,3,1,1,1,20,0.101,3,0,0.702,0,0.077,Low
